Version ID	Index	Master ID	Skeletal code	Skeletal element	Year this sample was first published [for a present-day sample it is this version of the sample. missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Publication	Representative contact	Method for Determining Date (including any warnings)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	GroupID	Locality	Country	Lat.	Long.	Data source	No. Libraries	Coverage on autosomal targets	SNPs hit on autosomal targets	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 coverage or published (merged data or consensus if not available)	mt haplogroup published	mt haplogroup published reference	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e.	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	LibraryID(s)	ASSESSMENT (Xcontam interval is listed if lower bound is >0.005, "QUESTIONABLE" if lower bound is 0.01-0.02, "QUESTIONABLE_CRITICAL" or "FAIL" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is "QUESTIONABLE"; <0.9 is "QUESTIONABLE_CRITICAL", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is "QUESTIONABLE_CRITICAL/FAIL" if <0.01, "QUESTIONABLE" for 0.01-0.03, and recorded but passed if 0.03-0.05; libraries with fully-treated last base are "QUESTIONABLE_CRITICAL" or "FAIL" if <0.03, "QUESTIONABLE" if 0.03-0.06, and recorded but passed if 0.06-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))	Anatolian	Yamnaya	Mesolithic_HG	PC1	PC2	PC3	PC4
I5240	5177	I5240	PADN_22	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct (WARNING TO MARINE CALIBRATE IN Intcal20): IntCal13 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011	10805	165	9140-8570 calBCE (9469±70 BP, PSUAMS-2377)	Serbia_IronGates_Mesolithic	Padina	Serbia	44.595879	22.010568	1240K	1	2.675	826331	..	M	n/a (no relatives detected)	R1b	230	U5a1c	..	..	[0.979,0.990]	0.129	..	..	0.008527	2.794021901	[0.003,0.015]	-0.002	0.005	None	[0,0.008]	ds.half	S5240.E1.L1	PASS	0	0	1	-56.5579675691809	-87.0230213886582	61.4681986075181	-6.50252844131508
I5244	5180	I5244	PADN_18b	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct (WARNING TO MARINE CALIBRATE IN Intcal20): IntCal13 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011	10785	162	9115-8555 calBCE (9424±55 BP, PSUAMS-2376)	Serbia_IronGates_Mesolithic	Padina	Serbia	44.595879	22.010568	1240K	1	2.931	809448	..	F	Serbia, Padina Family A (2 members) (I17803-I5244 are 2nd or 3rd degree relatives)	..	312	K	..	..	[0.984,0.993]	0.15	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.005	0.006	None	[0,0.007]	ds.half	S5244.E1.L1	PASS	0	0	1	-57.9073677296082	-85.8984135060349	63.5899113434516	-7.44049945396185
R7.SG	15244	R7	Grotta Continenza; 1993	petrous	2019	AntonioGaoMootsScience2019	Pritchard, Jonathan	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	10706	85	9107-8634 calBCE (9465±25 BP, UCIAMS-198579)	Italy_Mesolithic.SG	Grotta Continenza	Italy	41.96	13.54	Shotgun	..	3.438531	1129613	..	M	n/a (no relatives detected)	I2a1b1	..	U5b1+16189+@16192	U5b1+16189+@16192	Haplogrep (v2.1.20)	..	..	..	..	..	..	..	-0.002	0.013	None	[0,0.023]	half	..	PASS (literature)	0	0	1	-54.5869874088803	-89.9746574852126	107.195828201581	5.05938306159682
I1819	2044	I1819	StPet12, site 9, collection 6462, individual 25	petrous	2017	MathiesonNature2018	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	10658	94	9107-8556 calBCE (9420±50 BP, Poz-81128)	Ukraine_Mesolithic	Vasil'evka	Ukraine	47.434167	35.276389	1240K	1	3.435	813114	..	M	n/a (no relatives detected)	R1a	585	U5b2	..	..	[0.948,0.968]	0.156	0.417	5168	0.006763	5.794297719	[0.004,0.009]	0.001	0.005	None	[0,0.011]	ds.half	S1819.E1.L1	PASS (mtcontam=[0.948,0.968])	0	0	1	-49.0488079949512	-86.4884635053866	-4.76034467198797	-27.8717373979756
I6745	5857	I6745	SB 343C3	..	2019	BraceDiekmannNatureEcologyEvolution2019	Brace, Selina	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	10546	81	8751-8433 calBCE (9340±50 BP, OxA-34338)	England_Mesolithic	England, Somerset, Burrington Combe, Aveline's Hole	Great Britain	51.324706	-2.753248	1240K	1	0.080039	89618	..	F	n/a (no relatives detected)	..	22.3	U5a2+16294	B5 / H13 / HV	Phy-Mer, BraceDiekmannNatureEcologyEvolution2019	[0.979,0.990]	0.061	0.011	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.071	0.02	None	[0.032,0.11]	ds.half	S6745.L1	PASS	0.454695263799006	0	0.545304736200994	62.2198311339458	-19.8516727580885	21.7522707087728	7.81339768657776
I5242	5179	I5242	PADN_26	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct (WARNING TO MARINE CALIBRATE IN Intcal20): IntCal13 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011	10530	130	8805-8355 calBCE (9363±64 BP, PSUAMS-2408)	Serbia_IronGates_Mesolithic	Padina	Serbia	44.595879	22.010568	1240K	1	2.814	836819	..	F	n/a (no relatives detected)	..	253	U5a1	..	..	[0.987,0.995]	0.137	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.002	0.005	None	[0,0.012]	ds.half	S5242.E1.L1	PASS	0	0	1	-56.8609666766075	-85.4206460374596	55.7489351564148	-8.2160536999501
I6744	5856	I6744	SB 337B3	..	2019	BraceDiekmannNatureEcologyEvolution2019	Brace, Selina	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	10393	80	8606-8300 calBCE (9230±50 BP, OxA-34339)	England_Mesolithic_o1	England, Somerset, Burrington Combe, Aveline's Hole	Great Britain	51.324706	-2.753248	1240K	1	0.097284	109122	..	M	n/a (no relatives detected)	I2	142	U5b1+16189+@16192	U5b1	Phy-Mer, BraceDiekmannNatureEcologyEvolution2019	[0.966,0.981]	0.072	0.394	27	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	0.251	0.046	Very_High_Contamination	[0.161,0.341]	ds.half	S6744.L1	QUESTIONABLE (high.popgen.heterozygosity)	0.427781015332411	0	0.572218984667589	55.6671098383523	-23.3641318294055	21.7688057083711	11.4221028403298
I1737~published	4961	I1737	StPet10, site 7, collection 6462, individual 11	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	10358	68	8543-8299 calBCE (9200±35 BP, PSUAMS-2394)	Ukraine_Mesolithic_published	Vasil'evka	Ukraine	47.434167	35.276389	1240K	3	0.071	77982	..	F	n/a (no relatives detected)	..	..	U5a2	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.024	0.034	None	[0,0.043]	ds.half,ds.half,ds.half	S1737.E1.L1,S1737.E1.L2,S1737.E1.L4	PASS	0.410506542734868	0	0.589493457265132	70.2975239883815	-24.9442179603957	-5.50984819478285	18.3289254304491
I5239	5176	I5239	PADN_17	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct (WARNING TO MARINE CALIBRATE IN Intcal20): IntCal13 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011	10333	88	8535-8230 calBCE (9105±62 BP, PSUAMS-2375)	Serbia_IronGates_Mesolithic	Padina	Serbia	44.595879	22.010568	1240K	1	2.708	809534	..	F	n/a (no relatives detected)	..	245	U5a2d	..	..	[0.981,0.992]	0.158	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.004	0.006	None	[0,0.008]	ds.half	S5239.E1.L1	PASS	0	0	1	-55.8076152756935	-88.2170697226605	57.7020009136436	-8.76725266154099
I6767~all.SG	15406	I6767	SB 524A8	..	2019	BraceDiekmannNatureEcologyEvolution2019	Brace, Selina	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	10280	143	8615-7966 calBCE (9100±100 BP, OxA-814)	England_Mesolithic_all.SG	England, Somerset, Cheddar, Gough's Cave	Great Britain	51.281679	-2.765746	Shotgun	9	3.763248	1123721	..	M	n/a (no relatives detected)	I2a1b2a	..	..	U5b1	Phy-Mer, BraceDiekmannNatureEcologyEvolution2019	..	..	..	..	..	..	..	-0.002	0.005	None	[0,0.008]	ds.minus,ds.plus,ds.plus,ds.plus,ds.plus,ds.plus,ds.plus,ds.half,ds.half	SB524A_lib,SB524A2_lib,SB524A3_lib,SB524A4_lib,SB524A5_lib,SB524A6_lib,SB524A7_lib,SB524A8_lib,SB524B_lib	PASS (literature)	0	0	1	-55.0738787631949	-92.2476801648659	95.7171484206291	-1.23682104383475
I1733	4960	I1733	StPet8, site 5, collection 6462, individual 30	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Context: Archaeological period	10200	433	9000-7500 BCE	Ukraine_Mesolithic	Vasil'evka	Ukraine	47.434167	35.276389	1240K	3	0.263	254785	..	F	n/a (no relatives detected)	..	..	U4b	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.032	0.016	Model_Misspecified	[0,0]	ds.half,ds.half,ds.half	S1733.E1.L1,S1733.E1.L2,S1733.E1.L4	QUESTIONABLE (mtmatchmax=0.939-0.988)	0.14971943769377	0	0.85028056230623	25.3058453995247	-58.8635883202868	-6.17931627410917	4.66656376305567
ZHJ~BON024.A0101~Luk84	12923	ZHJ	ZHJ	tooth (molar)	2019	FeldmanNatureCommunications2019	Krause, Johannes	Direct (WARNING MISSING UNCALIBRATED DATE): We use IntCal13 calibration	10190	17	8269-8210 calBCE (PKUAMS-120541)	Turkey_Central_N	Boncuklu	Turkey	37.75	32.866667	1240k	1	0.629825	529709	..	F	Turkey, Boncuklu Family A (2 members) ZHJ_BON024.A0101_Luk84 and Bon001.SG are 1d.rels	..	..	U3	U3	HaploFind and Haplogrep	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.011	0.012	None	[0,0.013]	..	BON024. A0101 	PASS (literature)	1	0	0	-4.2131234080845	46.1864559231437	8.95324099636898	-16.4897531387988
Ranchot88~published~d	6225	Ranchot88	Ranchot88	bone (cranial)	2016	FuNature2016	Krause, Johannes	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	10134	91	8290-7968 calBCE (8985±40 BP, GrA-38019)	France_Ranchot88_published	Ranchot	France	47.91	5.43	1240K	1	0.322	385069	..	F	n/a (no relatives detected)	..	..	U5b1	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.013	0.021	None	[0,0.054]	ds.minus	GA262snp	PASS (manual.QC)	0	0	1	-42.8269769027066	-88.2713078433263	90.4131136706912	6.04770554171543
I1763	2038	I1763	StPet9, site 6, collection 6462, individual 23	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	10081	99	8282-7960 calBCE (8960±50 BP, Poz-81127)	Ukraine_Mesolithic	Vasil'evka	Ukraine	47.434167	35.276389	1240K	1	3.469	831221	..	M	n/a (no relatives detected)	I2a1a1b	567	U5b2	..	..	[0.975,0.989]	0.128	0.417	5381	0.006065	5.095996303	[0.004,0.008]	-0.003	0.005	None	[0,0.007]	ds.half	S1763.E1.L1	PASS	0	0	1	-48.1145586954285	-85.7169833209754	-10.6357297684366	-28.9331809103026
Bon002.SG	283	Bon002	ZHB	petrous	2016	KilincCurrentBiology2016	..	Direct (WARNING MISSING UNCALIBRATED DATE NEED TO RECALIBRATED TO INTCAL20): IntCal13	10078	87	8279-7977 calBCE (Wk-29763)	Turkey_Boncuklu_N.SG	Boncuklu	Turkey	37.75191	32.864901	WISP+Shotgun	..	3.95	1077088	..	F	n/a (no relatives detected)	..	..	K1a	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.013	0.002	None	[0,0]	ds.minus	..	PASS (literature)	0.933458512172195	0	0.0665414878278049	-50.0550227646559	35.5962023264115	-13.8761038831048	10.3118694554208
Bon004.SG	284	Bon004	ZHBJ	tooth (molar)	2016	KilincCurrentBiology2016	..	Context: Older than Bon001/ZHF based on stratigraphy	10075	101	8300-7950 BCE	Turkey_Boncuklu_N.SG	Boncuklu	Turkey	37.75191	32.864901	WISP+Shotgun	..	0.113	122039	..	M	n/a (no relatives detected)	G2a2b2b	..	N1a1a1	..	..	..	..	..	..	..	..	..	-0.028	0.014	Model_Misspecified	[0,0]	ds.minus	..	PASS (literature)	0.732679777031205	0	0.267320222968795	73.3339577137691	14.7084882200549	5.20258645847385	-10.7989997759564
I5773~published	5310	I5773	VLSC_17	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	Direct (WARNING: MISSING UNCALIBRATED DATE AND LAB CODE)	10040	87	8240-7940 calBCE	Serbia_IronGates_Mesolithic_published	Vlasac	Serbia	44.53368	22.05032	1240K	1	0.062	70981	..	M	n/a (no relatives detected)	I	153	U4a	..	..	[0.994,0.999]	0.071	0.464	25	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	0.159	0.024	None	[0.112,0.206]	ds.half	S5773.E1.L1	PASS (literature)	0.463821859731973	0	0.536178140268027	67.0598375272795	-18.5318328951392	11.8456348931059	10.7712387155765
I5236	5173	I5236	PADN_12	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct (WARNING: This individual has a 14C date that calibrates a millenium later than his genetic daughter, I5241): 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	10038	126	8291-7826 calBCE (8943±77 BP, BM-1146)	Serbia_IronGates_Mesolithic	Padina	Serbia	44.595879	22.010568	1240K	1	2.922	840166	..	M	Serbia, Padina Family B (3 members) (I5236-I5241 have a father-daughter relationship; I17814-I5236 are 2nd or 3rd degree relatives)	I2a1a1b1~	259	U5a2d	..	..	[0.978,0.989]	0.124	..	..	0.004165	1.753523256	[0,0.009]	0.009	0.008	None	[0,0.025]	ds.half	S5236.E1.L1	PASS	0	0	1	-57.7745280805917	-88.4754493351464	59.6434372916394	-7.76493051699825
Bon001.SG	282	Bon001	ZHF	tooth (molar)	2016	KilincCurrentBiology2016	..	Direct (WARNING MISSING UNCALIBRATED DATE NEED TO RECALIBRATED TO INTCAL20): IntCal13	10032	75	8212-7952 calBCE (Ba-120539)	Turkey_Boncuklu_N.SG	Boncuklu	Turkey	37.75191	32.864901	WISP+Shotgun	..	0.076	84559	..	M	Turkey, Boncuklu Family A (2 members) ZHJ_BON024.A0101_Luk84 and Bon001.SG are 1d.rels	G2a2b2b	..	U3	..	..	..	..	..	..	..	..	..	-0.034	0.017	Model_Misspecified	[0,0]	ds.minus	..	PASS (literature)	0.669830963367682	0	0.330169036632318	79.6162454516101	7.24849274338818	6.34400022033452	-1.06932346873049
I5238	5175	I5238	PADN_16a	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Direct (WARNING TO MARINE CALIBRATE IN Intcal20): IntCal13 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011	9993	128	8265-7820 calBCE (8907±66 BP, PSUAMS-2407)	Serbia_IronGates_Mesolithic	Padina	Serbia	44.595879	22.010568	1240K	1	2.696	823422	..	F	n/a (no relatives detected)	..	276	K1	..	..	[0.987,0.994]	0.125	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.005	0.004	None	[0,0.003]	ds.half	S5238.E1.L1	PASS	0	0	1	-55.6227338112259	-85.6924253900946	54.6679460503914	-10.7916454234327
ZMOJ~BON014.A0101~Luk21	12925	ZMOJ	ZMOJ	tooth (molar)	2019	FeldmanNatureCommunications2019	Krause, Johannes	Context: Archaeological period	9900	202	8300-7600 BCE	Turkey_Central_N	Boncuklu	Turkey	37.75	32.866667	1240k	1	0.646215	529618	..	M	n/a (no relatives detected)	C1a2	..	K1a	K1a	HaploFind and Haplogrep	..	..	..	..	..	..	..	0.01	0.007	None	[0,0.024]	..	BON014. A0101 	PASS (literature)	0.993479893270113	0	0.00652010672988733	-15.6605345211242	43.9684576963091	0.727479103231781	-10.4493744763333
ZKO~BON001.A0101~Luk7	12924	ZKO	ZKO	petrous	2019	FeldmanNatureCommunications2019	Krause, Johannes	Context: Archaeological period	9900	202	8300-7600 BCE	Turkey_Central_N	Boncuklu	Turkey	37.75	32.866667	1240k	1	0.742933	592138	..	M	n/a (no relatives detected)	G2a2b2b	..	U3	U3	HaploFind and Haplogrep	..	..	..	..	..	..	..	0.001	0.013	None	[0,0.026]	..	BON001. A0101 	PASS (literature)	0.999061996342029	0	0.000938003657971229	-17.1715239435357	44.5917764192348	0.328115767760726	-11.9835642724314
ZHAJ~BON034.A0101~Luk9	12922	ZHAJ	ZHAJ	petrous	2019	FeldmanNatureCommunications2019	Krause, Johannes	Context: Archaeological period	9900	202	8300-7600 BCE	Turkey_Central_N	Boncuklu	Turkey	37.75	32.866667	1240k	1	0.567341	486511	..	F	n/a (no relatives detected)	..	..	U3	U3	HaploFind and Haplogrep	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.002	0.011	None	[0,0.02]	..	BON034. A0101 	PASS (literature)	0.982763763317401	0	0.017236236682599	-5.19942572798829	42.9331086428475	5.51175866193059	-16.5925527428684
ZHAG~BON004.A0101~Luk10	12921	ZHAG	ZHAG	petrous	2019	FeldmanNatureCommunications2019	Krause, Johannes	Context: Archaeological period	9900	202	8300-7600 BCE	Turkey_Central_N	Boncuklu	Turkey	37.75	32.866667	1240k	1	1.243703	772944	..	F	n/a (no relatives detected)	..	..	N1a1a1	N1a1a1	HaploFind and Haplogrep	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.007	0.01	None	[0,0.027]	..	BON004. A0101 	PASS (literature)	0.998203926381326	0	0.00179607361867395	-40.7428582704983	43.8831942091297	-6.75357115675845	6.65356055064118
I4660	6161	I4660	VLSC_51B	bone (long bone)	2018	MathiesonNature2018	Pinhasi, Ron	Direct (WARNING TO MARINE CALIBRATE IN Intcal20): IntCal13 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011	9713	102	7940-7585 calBCE (8676±58 BP, PSUAMS-2296)	Serbia_IronGates_Mesolithic	Vlasac	Serbia	44.53368	22.05032	1240K	2	0.068425	77342	..	F	n/a (no relatives detected)	..	..	U8b1b	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.003	0.028	Model_Misspecified	[0,0.058]	ds.half,ds.half	S4660.E1.L1,S4660.E1.L2	PASS (mtmatchmax=0.978-0.98)	0.459543006337399	0	0.540456993662601	67.2236438433187	-19.0616247685433	13.2755296774718	10.1484405938307
KK1.SG	1576	KK1	Kotias	tooth	2015	JonesNatureCommunications2015	..	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020); R_combine	9678	85	7940-7599 BCE (8723±35 BP) [R_combine: (8665±65 BP, RTT-5246); (8745±40 BP, OxA-28256)]	Georgia_Kotias.SG	Kotias Klde	Georgia	42.28	43.28	Shotgun	..	12.482	1180629	..	M	n/a (no relatives detected)	J2a1	..	H13c	..	..	..	..	..	..	..	..	..	0.007	0.002	None	[0.003,0.011]	ds.minus	..	PASS (literature)	0.567259320355281	0	0.432740679644719	-43.5651966137199	-9.89640487428215	-61.3527406580673	-27.7256846952452
I6754	5912	I6754	SB 460A3	..	2019	BraceDiekmannNatureEcologyEvolution2019	Brace, Selina	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	9580	59	7739-7536 calBCE (8597±54 BP, UBA-32282)	Wales_Mesolithic	Wales, Pembrokeshire, Caldey Island, Ogof-Yr-Ychen	Great Britain	51.63253	-4.692903	1240K	1	0.394204	353903	..	M	n/a (no relatives detected)	I2a1b1	59.6	U5b1+16189	U5b	Phy-Mer, BraceDiekmannNatureEcologyEvolution2019	[0.952,0.970]	0.091	0.445	283	0.024277	2.300420059	[0.004,0.045]	0.018	0.018	None	[0,0.053]	ds.half	S6754.L1	PASS (mtcontam=[0.952,0.97])	0	0	1	-28.2274351676862	-84.5637702272342	88.4447574290235	8.55792088410488
I5409~published	5600	I5409	PADI_25	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	Context: Based on direct dates at same site (I17783, I17825, I5235, I5233, I5232, I5240, I5244, I5242, I5239, I5238, I5241, I5236)	9500	1010	9300-5800 BCE	Serbia_IronGates_Mesolithic_o_published	Padina	Serbia	44.595879	22.010568	1240K	1	0.81	583173	..	F	n/a (no relatives detected)	..	113	U5a1c	..	..	[0.998,1.000]	0.097	0.012	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.019	0.008	None	[0,0]	ds.half	S5409.E1.L1	PASS	0	0	1	-43.5702314686244	-86.945136226554	65.6014446480591	-5.34951100253695
I5237	5174	I5237	PADN_14	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Context: Based on direct dates at same site (I17783, I17825, I5235, I5233, I5232, I5240, I5244, I5242, I5239, I5238, I5241, I5236)	9500	1010	9300-5800 BCE	Serbia_IronGates_Mesolithic	Padina	Serbia	44.595879	22.010568	1240K	1	3.088	842513	..	M	n/a (no relatives detected)	R1b	335	U5a2+16294	..	..	[0.985,0.994]	0.151	..	..	0.011297	3.593504273	[0.005,0.017]	-0.003	0.005	None	[0,0.007]	ds.half	S5237.E1.L1	PASS (Xcontam=[0.005,0.017])	0	0	1	-57.4951229383123	-86.8001510785187	61.0846711966944	-8.22265753843513
I5234	5171	I5234	PADN_6	petrous	2018	MathiesonNature2018	Pinhasi, Ron	Context: Based on direct dates at same site (I17783, I17825, I5235, I5233, I5232, I5240, I5244, I5242, I5239, I5238, I5241, I5236)	9500	1010	9300-5800 BCE	Serbia_IronGates_Mesolithic	Padina	Serbia	44.595879	22.010568	1240K	1	1.362	708929	..	F	n/a (no relatives detected)	..	185	U4a	..	..	[0.985,0.994]	0.147	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.004	0.005	None	[0,0.006]	ds.half	S5234.E1.L1	PASS	0	0	1	-53.921000455589	-89.232602940714	63.8901168517109	-8.93628371523876
Hum2.SG	6791	Hum2	Hum2	tooth (molar)	2018	GuntherPLoSBiology2018	..	Direct (WARNING MIXTURE OF SIMULATEOUSLY DEPOSITED SETS OF BONES FROM MULTIPLE INDIVIDUALS, NEED TO APPLY A MARINE CORRECTION, NEEDS CALIBRATION TO INTCAL20): IntCal13 date is based on R_combine of TRa-954, TUa-1257, TRa-952, TUa-2106, TRa-951, TRa-953, TUa-2107 as justified on page 16 of the archaeological supplement of Gunther et al. PLoS Biology 2016, then a marine correction of 380±30 BP radiocarbon years is applied, following Mangerud et al. Quaternary Science Reviews. 2006;25: 3228–3245	9364	51	7502-7325 calBCE (8703±27 BP) [R_combine: TRa-954, TUa-1257, TRa-952, TUa-2106, TRa-951, TRa-953, TUa-2107)]	Norway_Mesolithic.SG	Hummervikholmen	Norway	58.064	7.7437	Shotgun	..	4.220982	1115169	..	M	n/a (no relatives detected)	I2a2a	..	U5a1d	..	..	..	..	..	..	..	..	..	-0.011	0.004	None	[0,0]	ds.minus	..	PASS (literature)	0	0	1	-41.3937116011192	-87.019864832405	9.14519903472682	-23.2151836184035
Hum1.SG	6790	Hum1	Hum1	tooth (incisor)	2018	GuntherPLoSBiology2018	..	Direct (WARNING MIXTURE OF SIMULATEOUSLY DEPOSITED SETS OF BONES FROM MULTIPLE INDIVIDUALS, NEED TO APPLY A MARINE CORRECTION, NEEDS CALIBRATION TO INTCAL20): IntCal13 date is based on R_combine of TRa-954, TUa-1257, TRa-952, TUa-2106, TRa-951, TRa-953, TUa-2107 as justified on page 16 of the archaeological supplement of Gunther et al. PLoS Biology 2016, then a marine correction of 380±30 BP radiocarbon years is applied, following Mangerud et al. Quaternary Science Reviews. 2006;25: 3228–3245	9364	51	7502-7325 calBCE (8703±27 BP) [R_combine: TRa-954, TUa-1257, TRa-952, TUa-2106, TRa-951, TRa-953, TUa-2107)]	Norway_Mesolithic.SG	Hummervikholmen	Norway	58.064	7.7437	Shotgun	..	0.737902	405551	..	F	n/a (no relatives detected)	..	..	U5a1	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.003	0.006	None	[0,0.009]	ds.minus	..	PASS (literature)	0.19471821277237	0	0.80528178722763	37.6979659531049	-52.7888364148192	-2.31749852161362	13.1916999711321
I4081~published	2298	I4081	OSTCOR1a+OSTCOR1b	tooth (premolar)	2018	MathiesonNature2018	Pinhasi, Ron	Direct: 95.4%; IntCal20, OxCal v4.4.2 Bronk Ramsey (2020); r:5; Atmospheric data from Reimer et al (2020)	9361	99	7581-7191 calBCE (8369±73 BP, OxA-31595)	Romania_IronGates_Mesolithic_published	Iron Gates, Ostrovul Corbului	Romania	44.517	22.722	1240K	2	0.326	311701	..	M	n/a (no relatives detected)	R1b	..	H13	..	..	..	..	..	..	-0.003909	-2.298266687	[0,0]	-0.007	0.01	None	[0,0.013]	ds.half,ds.half	S4081.E1.L1,S4082.E1.L1	PASS	0.0422125538174134	0	0.957787446182587	-11.5115965504771	-73.3974937968183	53.8812584908383	3.34382761030754
